Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Attendance (%),Target,Target_Label,Cluster
1,2,8,6,0,7,162.0390154974287,5,3,2,1,5,100.89870016548564,0,0,0,0,0,1,20,0,0,6,7,6,12.491291399292914,0,2,4,5,3,11.745380406259212,1,6.027166877694048,0.8578968389422984,3.5,49.24463604902222,1,Enrolled,2
1,4,1,15,0,7,116.23149192350206,17,5,2,6,9,169.0380489379801,1,0,0,1,1,1,41,0,2,5,6,5,11.326880955788878,1,0,4,5,4,13.920607783795123,1,8.995213121709652,-0.245838860444834,-0.9078301433442098,91.41276601258438,2,Graduate,2
0,8,3,13,0,2,93.65904816470018,21,5,2,9,5,157.75696347940192,0,0,0,1,1,0,30,0,0,3,4,2,13.605394327845394,0,0,3,3,2,12.443279243876503,0,9.155178356637393,1.5207069862929774,-0.9918962598142972,75.41910846026714,1,Enrolled,0
1,12,6,7,0,8,161.49839301791351,7,6,6,8,6,153.83195400313593,0,0,0,1,1,0,25,0,2,3,4,3,15.578169765151996,1,0,5,6,5,12.81809122202588,0,13.823171206628365,2.4967353607393648,2.1800683029263164,61.991015527608354,1,Enrolled,0
0,13,4,13,0,5,139.53740402780363,16,5,3,3,2,134.43212299109055,0,0,0,1,1,1,42,0,1,5,5,5,17.650595005347373,1,0,6,6,6,18.653788435887904,0,6.0,2.4969120800518194,3.331231578383416,82.01837861625913,2,Graduate,1
0,17,5,6,0,9,124.98243122461324,11,2,4,6,7,138.96233514824766,0,0,0,1,0,0,18,0,1,3,4,3,11.42140858484608,0,2,6,6,4,10.741068867862142,1,10.51724616587811,-0.6314430992929476,3.5,59.97408270409222,0,Dropout,0
0,13,5,6,1,1,141.90638182584547,14,3,6,4,4,133.28256442417936,0,0,0,1,0,1,36,0,2,5,5,4,11.501932605019544,1,0,4,5,2,11.826730090080396,1,6.0,1.7189222199580023,2.594791939325601,93.1365676240955,2,Graduate,2
0,12,8,14,0,11,161.09812196710163,3,2,5,9,9,100.32661839637152,1,0,0,0,0,1,44,0,1,5,5,5,12.218897156594958,0,0,4,4,3,13.696711556866571,0,6.0,2.32628294418567,2.1222803365424148,80.38051480060523,1,Enrolled,2
0,7,8,3,1,4,90.3052988651554,21,1,5,9,3,156.19216796277007,0,0,1,0,1,0,23,0,0,4,4,4,16.602062896143696,1,0,5,6,3,14.854252790804823,1,8.517224407155624,1.664439090780938,2.263087290233244,61.73845986423811,1,Enrolled,0
1,16,3,11,0,8,137.77602945957915,8,6,2,6,8,161.31697390830266,0,0,0,1,0,0,24,0,2,5,5,5,13.19964589637636,0,2,5,5,3,12.352340212846329,0,10.056607524670522,2.537587753391522,0.299383542470964,68.5872737756002,1,Enrolled,1
0,14,1,13,0,9,136.26288749442483,15,2,4,0,8,111.24173916320797,0,0,0,1,1,1,30,0,1,3,3,3,20.0,0,0,6,7,5,18.92397240435006,1,13.816668878677149,-0.1926675788353449,-0.6423036918381393,75.99146730975848,2,Graduate,0
0,5,2,3,0,9,167.9220333061965,9,5,6,9,1,111.21881031006056,0,0,1,1,1,1,33,0,1,6,7,6,12.436471418318543,1,1,5,5,2,15.35344892445107,0,9.192257999372364,0.1259964620849716,1.294472352920134,67.58783090722848,1,Enrolled,2
0,11,7,12,0,10,153.22772109671735,16,4,1,8,0,148.79418004229632,0,0,0,1,0,0,20,0,0,5,5,5,19.172199625962108,1,2,3,4,2,18.90799839545518,0,8.384521076651678,2.207222688027856,-2.252191641975214,95.68957612704622,2,Graduate,2
0,8,5,5,0,11,153.02301924947164,21,4,4,5,2,148.57371910272224,0,0,0,1,0,1,18,1,1,4,5,4,9.874393243320185,1,2,4,4,3,9.965336223301724,1,7.89414010204724,1.0820694747086048,0.2449974868509976,91.4230306855481,2,Graduate,2
1,9,7,13,1,1,125.23514733106713,18,2,5,7,9,158.31689763428713,1,0,0,1,0,0,22,1,1,3,4,1,8.135535268799616,1,0,6,7,6,4.944434584721076,0,8.447466178762964,2.907574406240725,-0.1552941992904133,95.4405008010664,1,Enrolled,0
0,8,3,11,0,1,149.73072547111187,8,5,2,8,7,175.33932586062312,0,0,0,1,1,0,20,0,2,4,4,4,12.644998873869453,0,2,6,7,3,14.1719853496537,0,6.0,1.8681609221138256,1.8498889873816808,75.64496744419196,1,Enrolled,1
0,7,4,17,0,7,124.32682616058088,7,5,4,0,3,113.55223465951364,1,0,0,0,1,1,45,0,0,5,6,5,16.987854256806568,1,1,3,4,3,17.758122740435653,0,7.542143631855938,0.4255234308838649,1.1962354467113565,73.37382964953098,2,Graduate,2
0,8,2,10,0,11,132.6077120134734,20,4,3,4,4,137.9501344840419,0,0,1,0,0,1,34,0,1,5,6,5,11.330572137370416,0,1,5,6,5,8.942476224557794,0,12.404679200542905,0.3650641742415954,3.4756483773049505,36.45267127671071,0,Dropout,1
1,15,2,12,0,6,147.62552565052152,21,3,2,6,4,114.98701499129108,0,0,1,1,0,0,42,0,2,5,5,5,10.842120755051106,0,1,5,6,5,15.349604392122334,0,6.0,-0.7521132727508864,2.2801145189591514,51.502470796491984,0,Dropout,1
0,4,1,6,0,7,136.8784108295698,10,3,3,7,1,116.78771848293664,0,0,0,0,1,1,26,0,1,5,6,3,16.587551436402343,0,2,4,5,4,17.13053749267375,1,8.754629585388928,2.3249730348783726,-0.3504091726999538,75.37947449517256,2,Graduate,2
0,7,3,5,0,8,141.95721952246643,12,5,6,2,0,129.2550890500349,1,0,0,0,0,1,30,0,2,3,3,3,15.46784907916658,1,2,3,3,3,13.608823102652476,1,9.133883755707169,1.3599210389988192,2.010520392286601,82.78671402115776,2,Graduate,0
2,4,8,1,0,11,163.88697651379158,12,1,2,7,7,176.00889862893422,1,0,0,0,1,0,47,0,0,6,7,6,10.226546969050416,0,1,6,7,4,9.919416292367544,1,12.149167413854707,2.599597990490623,-2.3090765450036264,64.76452494252176,0,Dropout,1
0,15,1,15,1,6,126.97074620044071,10,1,5,4,9,167.62045582399884,0,0,0,1,1,0,31,0,0,5,6,5,10.021897949902732,0,2,3,4,2,8.800465676636138,0,10.35005587547002,1.8092932099850687,2.1183130259991527,79.89933758885567,1,Enrolled,2
0,2,5,16,0,10,112.17280669772626,2,1,1,0,4,138.12941383969593,0,1,1,1,0,1,24,0,0,4,5,3,15.902522389696584,1,2,6,7,6,19.46221529233659,0,11.265269638383277,1.6374115652721533,-0.5431004848189711,63.64992099769925,1,Enrolled,1
2,12,5,10,0,10,115.05123461582323,12,6,4,3,1,95.0,1,0,0,1,0,0,30,0,1,3,4,3,7.288452959034564,0,2,3,3,1,9.32140488994009,0,7.7621489690519665,2.478485098589199,-0.2940006363829102,66.26080875987702,0,Dropout,0
0,6,6,8,0,10,110.26151766102464,6,1,6,1,6,149.8194548183008,1,0,0,1,0,0,39,0,1,3,3,2,16.778332306175592,0,2,5,5,4,17.613420045864668,1,6.0,1.3825020560215615,3.2173561485390616,50.55262926348459,1,Enrolled,0
1,6,7,2,0,7,170.36351612079656,1,1,4,4,1,149.24180386646856,1,0,1,1,0,0,37,0,2,3,4,3,15.421400769591074,1,2,6,6,5,19.413515595971568,1,8.409945709085054,1.1011631245076372,1.5011675290751776,92.42299989794104,2,Graduate,0
0,14,3,7,0,11,149.39329660523055,9,4,2,3,5,116.66015985132756,0,0,0,1,1,1,32,0,0,4,5,4,5.0168076212725605,1,0,4,5,4,2.121230795042757,1,9.571972816155595,1.49986515242193,0.4524180339191791,71.83356028717756,0,Dropout,0
0,6,4,1,1,7,158.5517386182735,20,5,6,1,8,160.76740986270354,0,0,0,0,1,1,34,0,0,6,6,5,13.054488961844111,0,2,3,3,1,14.694232834322774,0,13.473827415944124,2.5100981486787197,2.6295034786630667,73.65891994110429,2,Graduate,2
0,1,6,6,0,7,154.60822678022816,16,2,1,6,3,116.17940084707172,1,0,0,0,1,1,40,0,2,4,4,3,6.073961439509663,0,0,5,5,5,7.1420875471781295,0,6.0,0.3698029376996246,3.451876470469281,49.98933722903652,0,Dropout,0
2,6,6,13,0,2,130.63513429954014,17,4,1,1,4,160.69347471954504,0,0,1,1,0,0,42,0,2,4,5,3,8.782187917726858,1,0,6,7,6,7.906055663422323,0,16.26639715882343,2.6096636105877766,-0.9994860144939804,69.3871151094061,0,Dropout,1
2,16,5,12,0,3,170.85753310904553,20,4,6,1,0,146.02663503087706,0,0,0,1,1,1,41,0,1,4,5,4,11.239601461826805,0,1,5,6,5,10.37463308804858,1,10.517535932958689,1.5760336195567886,-0.4847462893152841,47.35115569498503,0,Dropout,1
0,1,8,17,1,10,119.80016270220304,6,6,5,3,0,103.50462698164844,0,0,1,1,0,1,45,0,0,5,5,4,8.56274002508421,1,2,3,4,1,10.570685789141503,1,7.716462742715565,1.039109833092792,2.260148885552104,85.6776882157258,1,Enrolled,2
0,2,5,5,0,9,179.27217183853475,4,5,3,4,8,130.9630867115322,0,0,0,1,0,1,31,0,1,5,5,5,20.0,0,2,4,4,3,20.0,0,7.560768200494943,1.719897463654301,1.3518674541936395,82.83281538935222,2,Graduate,2
0,17,4,15,0,1,137.72166953555225,9,3,4,9,4,143.61628478851125,1,0,1,1,0,1,17,0,2,4,4,3,16.024203187649626,1,0,4,4,4,12.168552732124205,0,9.520946547699108,2.911673711308411,-2.5500282845982163,62.22450793132913,1,Enrolled,0
0,4,8,14,0,8,174.35117265749517,20,4,2,2,2,147.5039494111762,1,0,1,0,0,0,41,0,0,4,4,3,17.786036651070713,1,0,3,3,3,20.0,1,9.796983679405583,2.9027618332983787,3.5,55.880032608303935,2,Graduate,0
0,5,6,3,0,7,111.91971337965784,8,4,1,8,1,165.8294285342245,0,0,0,0,0,1,23,0,2,5,6,5,12.508997220781358,0,1,6,6,5,15.065893966821722,0,10.03968617056817,1.9704991702860413,-0.067189649272103,89.51941539308861,2,Graduate,1
1,12,2,5,0,6,125.50834246236175,18,6,4,9,9,168.94434825452967,0,0,0,0,0,0,25,0,2,5,5,4,13.106635923814014,1,0,5,5,4,12.102789398420562,1,11.912723263996558,2.2511796494828,-1.008869174322191,79.26303649733373,2,Graduate,1
1,15,7,14,0,1,99.73638116419292,12,2,4,5,6,134.03438006954374,1,0,0,0,1,0,40,0,0,6,6,5,18.532544648394808,1,0,5,5,5,16.254420823975888,0,8.016434507613884,1.551880650518955,0.8208875985209546,46.86332530147097,1,Enrolled,1
1,15,3,8,0,9,157.92945232706478,7,1,4,7,3,153.98304687059195,0,0,0,1,0,0,17,0,1,4,5,4,14.518063379098066,0,2,6,6,4,16.994178239571312,0,10.319017620652996,0.7982575378292431,2.4237469863902694,59.47748493132804,1,Enrolled,1
0,3,7,11,0,2,140.57081999216942,8,4,6,4,2,180.19839833992563,0,0,0,0,1,0,24,0,2,3,3,1,15.142846305067216,0,2,3,3,0,16.083848797513955,1,8.99504237091593,2.033888604878533,2.842396094350014,64.26980913626201,2,Graduate,0
1,3,2,15,0,10,179.3654733161415,10,1,1,7,1,114.53339258477727,0,0,0,0,1,0,40,1,2,6,6,4,9.810871451997404,1,0,5,5,5,11.30188993024501,0,14.940156166934806,0.9614289552817084,0.9029037591627208,73.21021892147083,1,Enrolled,1
1,11,1,13,0,5,124.35236537900803,3,5,5,9,9,124.80099484497616,0,0,0,1,0,1,27,0,2,3,4,3,9.794658685385665,1,1,5,5,4,10.921795095673415,0,6.0,0.2681830234173064,3.5,97.46033208204553,2,Graduate,0
0,14,4,5,1,9,164.41582990624948,18,4,4,5,9,98.62162586553326,0,0,0,1,0,0,33,0,1,6,6,3,13.913639939054177,0,1,3,4,3,16.650008544066573,1,16.435477551765302,0.9931970506282168,3.5,43.41181854841299,1,Enrolled,2
0,7,8,13,0,8,136.75813229917338,9,2,1,6,3,124.21419424031404,0,0,0,0,0,1,24,0,1,4,4,4,14.30539268023351,1,2,5,5,3,16.145233826983695,1,7.3491951301537215,-0.4704962400403136,1.6063446592564916,80.10047086468197,2,Graduate,0
0,6,3,3,1,10,132.93663785545633,5,2,1,1,8,145.1445359443106,0,1,0,0,1,0,49,0,1,3,3,2,9.510181065071292,1,1,6,7,6,7.875488025887478,0,6.74348584495887,0.0137755540269137,0.6882567409045629,66.9395908333382,0,Dropout,0
0,6,4,13,1,4,128.63357103512436,13,5,2,5,9,95.0,1,0,0,1,0,0,21,0,0,5,5,3,14.25459938179749,1,0,6,7,6,12.47345219233893,1,9.111489515003086,3.934929899267389,0.19370903672044,56.664473583110336,1,Enrolled,1
2,11,4,11,0,8,116.40676043964288,5,1,5,4,6,150.9261248782203,1,0,1,1,1,1,44,0,1,6,7,5,8.72415639214875,1,2,3,3,1,9.314034429259566,1,10.648228678674116,2.851155533954452,0.5249726010283042,82.04023928519621,0,Dropout,2
0,3,2,9,0,9,143.23345420993192,2,3,5,7,0,128.19139083867304,1,0,0,1,0,0,23,0,2,3,3,3,13.04840569903294,1,2,3,3,1,18.47277166021628,0,8.910203763562855,1.2118232813526282,3.491175886128062,75.44462538764678,2,Graduate,0
1,14,2,4,0,11,139.65061819946217,7,5,5,4,2,138.43315593727607,0,0,0,1,0,0,25,0,2,6,6,3,7.968794465724901,1,0,6,6,6,7.294328922924645,0,11.792458897245767,2.126567979293361,1.4044428481764195,51.46512652812575,0,Dropout,1
0,12,8,17,1,5,100.40097907599728,3,3,6,6,4,110.7782004864708,0,0,1,1,1,1,24,0,0,4,4,4,17.647967058643832,0,2,3,3,3,18.255772099107453,1,8.651588989873861,0.3593725859645018,2.366547294865549,82.6471807306568,2,Graduate,2
1,14,1,15,1,1,90.0,9,2,1,3,6,137.44348032326442,1,0,0,1,1,0,28,0,1,3,4,3,11.910722584778274,0,2,6,6,6,13.84720975218204,1,8.069029707717899,2.293908915497859,2.04899136090382,72.22038895398141,2,Graduate,0
1,15,3,16,0,11,128.114075192767,3,2,1,1,4,181.9799916234271,1,0,1,1,0,0,49,0,0,3,4,3,10.5725102166869,0,1,6,7,5,9.224484367472682,0,7.226288038339265,1.8134643065088043,1.891494263661177,90.06499719411573,1,Enrolled,0
0,9,8,2,0,6,160.56389588679298,6,4,5,2,8,130.00489586950843,0,0,0,1,1,0,39,0,2,3,3,1,8.98991600931782,1,2,6,7,4,10.683626297148235,1,13.781407241764695,0.6540607463326914,2.7603187653278383,79.52159454005555,1,Enrolled,0
2,12,4,6,1,4,139.8855645666947,10,2,6,9,6,95.0,0,0,0,0,1,1,40,0,1,6,7,3,8.65305124018144,0,1,5,6,4,8.387997799230654,1,11.153146302825776,1.112068990248892,2.2896138111486226,80.80826893705401,0,Dropout,1
0,7,7,12,0,6,106.34024125129528,3,1,1,3,0,170.34430696577064,0,0,0,1,1,1,38,0,0,5,6,5,14.52743583540581,0,1,3,4,2,17.352177091770777,0,6.52919491154389,1.028777477347831,1.6580163820787162,64.95608106687514,2,Graduate,2
0,17,6,5,1,1,95.97538945772934,20,2,5,2,5,153.56119616803238,0,0,0,1,1,1,43,0,1,5,5,3,16.513306613724367,1,2,5,6,3,13.851837386803568,0,8.643017101072399,2.5200041790379784,3.5,94.24998784302412,2,Graduate,1
0,14,7,17,0,4,160.40551921453775,9,6,2,6,1,142.35106977485898,0,0,0,0,1,1,17,0,1,5,5,5,16.163064745044437,0,2,3,4,2,20.0,1,6.028453525997503,1.4023514163374264,-1.5747320213012104,70.64550318637671,2,Graduate,2
0,15,1,12,1,5,98.63307126991364,12,4,3,4,5,154.20130390779948,1,0,0,1,0,0,30,0,2,4,5,1,17.888070468827866,0,0,4,4,3,16.80684209922878,0,18.0,-0.3937685353933644,1.3094814927658434,37.75694584149424,0,Dropout,0
1,14,8,5,0,6,151.70548644164657,12,5,6,2,2,142.06290431875652,0,0,0,0,0,0,19,0,2,3,3,2,19.11863160324241,0,2,5,6,4,20.0,1,10.549315570846638,0.961322405215593,-0.14972367123023,70.32807244989453,2,Graduate,0
0,14,4,7,0,5,147.51892308519882,16,6,3,2,1,181.08165599774145,0,0,0,1,1,1,17,0,2,5,5,5,16.35274402867683,0,2,5,5,2,16.064947130223313,1,6.0,0.5611607398537257,2.455340914544279,80.53264624667275,2,Graduate,2
0,8,8,2,0,2,170.96254253341723,11,4,3,8,2,158.79998821455862,1,0,0,1,0,0,21,0,0,5,6,5,11.239874994328336,1,2,5,6,5,8.243245013200628,0,6.0,-0.2735556439409727,-2.141576409527552,64.55149821255824,1,Enrolled,1
1,13,7,12,1,3,121.15871638938484,12,5,3,8,9,128.58938168721247,0,0,0,1,0,0,42,0,0,3,3,3,13.593183665972148,1,2,4,5,4,15.376322747469027,0,6.248738144951835,0.5865723270698385,1.219728113210902,57.9273833158197,1,Enrolled,0
0,4,1,5,0,5,155.66471727388836,17,4,2,4,3,177.2988735413929,1,0,0,1,1,0,30,0,0,4,4,4,5.100621154331563,1,0,3,4,3,4.139840425140939,1,10.8779471739332,-1.0,1.6682774490599774,71.5032150502072,0,Dropout,0
0,12,4,8,0,11,165.7971813318202,4,2,1,1,0,185.49962161197743,0,0,0,0,0,0,43,1,1,6,7,4,15.23153048223634,0,2,4,5,2,16.245829996953983,0,6.0,0.3830623871832839,3.001325294235122,39.07249955373251,0,Dropout,2
0,1,2,5,1,7,105.58322405977266,10,3,2,9,3,162.75909879194862,1,0,1,1,1,1,25,0,1,6,7,6,13.522429286376545,0,2,3,3,3,11.209599315411742,1,6.0,1.7353245997908011,0.0389920916142532,85.77346758154381,1,Enrolled,2
0,5,5,16,1,4,137.92736323837087,17,6,4,4,5,150.17323972322114,0,0,0,1,1,0,31,0,2,6,7,3,18.583298160662068,1,2,3,3,3,17.633756825929808,0,9.246082263763444,2.0444760395963963,3.5,74.87593211148675,2,Graduate,2
0,4,1,9,0,11,134.11149392483208,8,1,6,3,4,118.64757792068102,1,0,1,1,0,0,31,0,1,3,4,2,10.398242584310347,0,1,3,4,0,9.362118966748092,0,9.751257536554323,2.10414086331232,-0.2554734950886996,97.84105433785945,1,Enrolled,0
0,16,1,1,0,6,111.59685778809036,7,3,1,5,4,157.14147526753922,0,0,1,1,1,0,42,0,1,4,5,3,14.804304719052825,1,0,3,3,0,15.880842128492247,1,8.337507187753598,2.648824731347317,-1.248785711462841,85.84325345275977,2,Graduate,2
0,3,5,5,0,9,140.81481564686416,18,1,5,9,8,149.70065495022686,0,0,0,1,1,1,29,0,2,3,3,3,9.488295776888696,1,1,3,4,0,9.95790535918167,1,8.754239326474469,2.925133552554021,1.8904257746962003,65.05188360001839,0,Dropout,0
0,16,2,1,1,10,109.28219012028856,21,2,4,5,8,139.32993032300317,0,0,0,1,1,0,48,0,0,6,7,4,12.614883015091015,1,2,4,5,4,11.87339878059758,0,6.0,0.2705594924033345,0.5704061754083599,57.58966886086944,0,Dropout,2
