PC1,PC2,Cluster,Target,Target_Label
-1.2613112874741128,-0.10805231498325606,2,2,Graduate
0.08524171715772165,-1.0765773380107677,0,1,Enrolled
-0.8877607747939321,-2.0035214791580156,0,2,Graduate
0.5032777198421226,2.084880417913135,1,2,Graduate
-0.01482024839244916,0.7706597493381714,1,2,Graduate
-0.6521174108780686,2.016343248402951,1,1,Enrolled
1.3144566607694836,0.5640137567152372,1,1,Enrolled
-0.533397057286249,-4.0420446104044805,0,2,Graduate
-0.15474523608024526,1.3792114643619617,1,1,Enrolled
1.286438302835607,-0.8866015250488678,0,2,Graduate
-1.6606353931827702,-0.07992780461797562,2,1,Enrolled
0.3378392204857884,-0.48218485060972294,0,2,Graduate
3.6511067770365466,-0.19627625205584778,0,0,Dropout
2.039383637833157,1.8284576531408656,1,1,Enrolled
-3.4656100028056214,-0.028437858878417363,2,0,Dropout
-0.6263630780172988,-3.403211854369977,0,2,Graduate
1.2017746461508607,2.198218000288975,1,0,Dropout
-1.1023213880699736,-1.7505147191635322,2,2,Graduate
2.6025970885684098,0.14466378348579717,0,2,Graduate
2.8481144379775967,0.06682289005082742,0,1,Enrolled
3.3373222493696235,-0.8420357138982699,0,1,Enrolled
-0.23128792444739588,1.7852376709748725,1,0,Dropout
-2.2020422611792125,-0.2695923772169756,2,2,Graduate
0.191684139982976,0.5681155679204809,1,2,Graduate
-2.0786872148822892,-0.46551750866639713,2,2,Graduate
0.11231288270848089,-1.5451798449607546,0,0,Dropout
2.0787119773066416,-1.3091572892659902,0,2,Graduate
-0.9277056606682232,0.41952445910550523,2,2,Graduate
0.14872450262470827,1.7748031918580252,1,1,Enrolled
1.120156850814951,-1.4340457050241604,0,1,Enrolled
-0.6008183499045303,-1.3786340895550386,0,0,Dropout
-1.8674891608406579,0.5671930560354668,2,0,Dropout
-3.2349269748910157,0.7088679689416829,2,1,Enrolled
-2.5094733240613603,0.1036412087440461,2,2,Graduate
-0.5034453148630378,-3.2368868370452106,0,1,Enrolled
-2.028457459691948,-2.199232234292165,2,2,Graduate
-0.6838498883415111,-3.075431781787785,0,0,Dropout
-1.3232568989886666,1.6170732860857213,2,0,Dropout
-0.5460038314665472,0.6327072165156555,2,0,Dropout
-0.17818791225077057,-0.042216838848262585,2,2,Graduate
0.7444743209795774,0.9843786803844248,1,1,Enrolled
-0.6536162341565416,2.829826183591656,1,0,Dropout
1.281194592507646,1.1708830980031477,1,2,Graduate
-0.36694069742490826,1.6620226225520294,1,1,Enrolled
0.6087493859828932,-2.540634700675244,0,1,Enrolled
1.4328641685980397,0.518570363743418,1,1,Enrolled
-1.6971205858212852,-0.36659226185756905,2,2,Graduate
-0.9326505814621493,-1.8061264876446126,0,1,Enrolled
1.0850012942898455,0.923489955675867,1,1,Enrolled
-4.325885326491961,-0.07456919761658488,2,2,Graduate
-0.7150947122439935,-1.4625746143179579,2,0,Dropout
0.04716674713388422,3.6458138427866933,1,1,Enrolled
0.3624929663490477,-1.5472385580327745,0,2,Graduate
-1.688047699170323,-2.7072363997166353,2,2,Graduate
-1.0725987219924744,-1.7410678420664076,2,2,Graduate
0.644616071378788,-1.747783185822197,0,0,Dropout
1.7754427461878561,1.6014857264818083,1,2,Graduate
-0.12300283839166384,2.736231524597467,1,1,Enrolled
-2.424606425012912,0.11781102380154866,2,1,Enrolled
0.19491991703603648,0.33366440811593,1,2,Graduate
-1.1118645238080425,1.208083470800261,2,2,Graduate
2.3536179168042977,-0.7634748633589761,0,0,Dropout
-1.9598280303791804,-0.6010069731035921,2,1,Enrolled
0.16403417471795526,2.852064940125851,1,0,Dropout
-0.1931737684462474,-2.1034422897624356,0,2,Graduate
-1.147406220245508,0.5693312366869028,2,2,Graduate
0.5646607321248789,1.2754114385650934,1,1,Enrolled
-1.7597053202173911,1.2214383733926557,2,2,Graduate
2.2397094984500483,-0.009905715216236573,0,1,Enrolled
2.6565730223437534,-0.017548790860498837,0,2,Graduate
2.180131784505767,-0.12034908850122061,0,2,Graduate
-0.257482758951756,2.4993052260832314,1,0,Dropout
-1.2846672128360803,-0.21465136012898256,2,1,Enrolled
-2.8086214804285916,0.6971388134299861,2,1,Enrolled
-0.32979200781185397,-0.613510873424553,2,0,Dropout
-1.1068696915101155,-0.20173333056738474,2,1,Enrolled
0.1997001963387614,0.10084174906638717,0,0,Dropout
-1.9051069431189964,0.7670174429876171,2,2,Graduate
0.3643608974632835,1.7438121913339766,1,2,Graduate
1.0022075671550863,-0.32682883427281223,0,1,Enrolled
0.42454262717077784,2.9397149076742397,1,1,Enrolled
2.264212871515514,1.6249730096063493,1,1,Enrolled
0.6700286251927151,-1.4227623978711108,0,0,Dropout
-0.325667774209357,-2.6841445645740336,0,2,Graduate
1.3965775142721788,-3.046845333701718,0,1,Enrolled
-1.964352709697907,-1.8854747866220711,2,0,Dropout
0.574434092211598,0.09168371570396952,0,0,Dropout
-0.24187777879256078,1.436593178205363,1,1,Enrolled
1.5040558995235387,-1.6794209961985151,0,1,Enrolled
2.1927993493412177,0.9504683588869167,1,0,Dropout
2.3873819312207285,-0.6859721373801467,0,2,Graduate
-0.7678300741905975,2.1546931912084393,1,1,Enrolled
-1.391209975038482,-0.29908805430959756,2,1,Enrolled
1.8417378473746187,1.5627521051797704,1,0,Dropout
2.5663717745233523,0.40387281111011786,1,1,Enrolled
-1.3913693337033308,0.3929113856828915,2,0,Dropout
2.3183631836057885,0.6835180146108076,1,1,Enrolled
-1.6014095996891013,1.1380373353817717,2,2,Graduate
-1.6681873406932906,-1.5191845397551869,2,1,Enrolled
-0.383488924950666,-1.176974070678327,0,1,Enrolled
-1.921901378591641,-0.7250285392444981,2,2,Graduate
0.1341416130309199,3.1560790058942336,1,1,Enrolled
-0.47363358590308136,-2.9820822803546707,0,0,Dropout
1.6309068689650785,-2.63287239696462,0,0,Dropout
-1.1759529891125327,-0.782477159997986,2,1,Enrolled
-1.4963012149823018,2.060383280958103,1,2,Graduate
-1.0339906591016084,0.5996255511913313,2,2,Graduate
-1.1008133455038123,0.23693021249613788,2,2,Graduate
-0.17775070342377977,-2.764433176903872,0,0,Dropout
0.26522092324934615,3.509671070142809,1,0,Dropout
0.5008475220102336,2.9272403573319252,1,2,Graduate
-0.05774899528816418,0.06712313963291366,1,0,Dropout
-0.23653098414875964,-1.7986561042237523,0,2,Graduate
-2.3129410226065974,-0.10698589758586276,2,0,Dropout
-1.0132827590028246,-0.06651555573860266,2,1,Enrolled
0.15225477710064836,-0.8361266439790653,0,0,Dropout
2.8161718169611447,-0.7667020842395093,0,1,Enrolled
-2.3202914641211816,0.8667027765677372,2,2,Graduate
-2.261372981958755,0.8247046906598207,2,1,Enrolled
-1.7653146095807823,0.3937178507479068,2,0,Dropout
1.0732506894977147,-1.5731542707537307,0,1,Enrolled
-1.0718237223039078,-0.04639862707190317,2,0,Dropout
0.1901491908000437,-0.17882736609898622,0,2,Graduate
-2.0677092043812686,1.0186400292985502,2,0,Dropout
-0.48048992573370136,-3.406086624858563,0,1,Enrolled
-0.2851197709945806,2.492302871224852,1,2,Graduate
0.457204392785916,1.652425274085604,1,0,Dropout
1.162179293285365,0.2018914993197248,0,2,Graduate
-1.7952113395587017,-0.13573201129813028,2,1,Enrolled
3.7855269120224952,-0.6363210349539581,0,0,Dropout
0.9947713685967894,1.7248587694120305,1,2,Graduate
0.12533096322672713,-0.8339800907880988,0,1,Enrolled
1.3920203350928262,-1.844211655445088,0,1,Enrolled
-1.5736900798660847,0.7224801073560342,2,2,Graduate
0.8543783700795433,-1.1155891925799517,0,0,Dropout
0.24923807545336862,-0.4834515080203539,0,2,Graduate
-1.2086810970665438,-0.36667163758006377,2,0,Dropout
0.40515023151349894,1.470551282853337,1,1,Enrolled
0.4834594338751969,2.8738851285794365,1,0,Dropout
0.8335774536917803,2.6646762368770953,1,1,Enrolled
-2.7305258334476514,-0.432492771737249,2,0,Dropout
-3.232314095503473,0.9674470366750769,2,1,Enrolled
1.4027082666655637,1.0892054467924053,1,1,Enrolled
-3.2969876724047387,0.37830574121860533,2,1,Enrolled
0.2781496401184424,-2.557097955109488,0,0,Dropout
-0.6375280160560769,-2.1256679402212146,0,0,Dropout
-0.5604439670582398,-1.2731172983442174,2,1,Enrolled
-0.21589482521257516,3.3009817188089117,1,1,Enrolled
-0.9977972960098986,-2.4225676206908124,0,0,Dropout
0.03773918588510978,-3.2088411840886204,0,0,Dropout
0.11730257210715707,-0.3344388695071402,0,2,Graduate
2.048607328467572,0.885292624080923,1,1,Enrolled
1.886373522818509,-0.7526631219390572,0,0,Dropout
2.934198831942743,-0.31623091794205704,0,1,Enrolled
2.3217229797241883,1.5337263698632446,1,1,Enrolled
1.3341518736681075,2.578031994374999,1,2,Graduate
-0.5810536860444735,-0.7455616770895516,2,1,Enrolled
2.8370535944674127,-0.48745382629067685,0,1,Enrolled
2.3384234055155,-0.8418982850905368,0,0,Dropout
1.041918213462049,-3.3404996103906957,0,2,Graduate
1.101164929519882,2.4310590267452636,1,1,Enrolled
1.1688702592403297,-1.443080589077706,0,2,Graduate
0.4066378992162965,3.0244186579369794,1,0,Dropout
-0.6751028288493841,2.876930049471809,1,2,Graduate
0.5742075240683915,0.6323063181348433,1,2,Graduate
1.5563192249893794,-0.48699857960121684,0,2,Graduate
1.0491767648382178,-1.3407483749997913,0,0,Dropout
-1.1547422909209333,0.9903229730306552,2,1,Enrolled
-2.3036566190700527,1.5006913323788025,2,0,Dropout
-0.20216091082750828,-0.19961849729897813,2,0,Dropout
-0.8203858805321015,0.35080370986750553,2,2,Graduate
-1.953885350788875,-1.9159744645804933,2,2,Graduate
-1.8959277202755669,0.07776950592695989,2,0,Dropout
0.8558312422385607,-1.7317139413023153,0,2,Graduate
0.7521870410926242,-3.0929759958754266,0,2,Graduate
-1.8486015402625282,-1.0508657535550738,2,1,Enrolled
0.5863228714344256,0.492505512089138,1,0,Dropout
-2.5232107799804426,0.926338766263793,2,2,Graduate
-1.4260956319455815,-0.4633428691819282,2,2,Graduate
0.6933322269982575,1.1194534270305072,1,2,Graduate
-0.7012272299119734,1.0447409845508853,2,0,Dropout
3.9067022607680135,-0.3995844576728727,0,0,Dropout
0.5530608580651232,0.9691001765056357,1,0,Dropout
1.0226640677429761,-1.2913926576992913,0,2,Graduate
-2.4960984250911893,0.3739484504753296,2,1,Enrolled
-2.6849926583809056,1.0598359114128828,2,1,Enrolled
-1.7915651163651944,-1.5175556878135352,2,1,Enrolled
2.1709603187835538,-1.1279606709881465,0,2,Graduate
-2.7058867637415496,1.0242706142616889,2,1,Enrolled
-1.0154647971862252,1.4086522221964164,1,2,Graduate
0.609876241547976,-0.6745449168672932,0,0,Dropout
-1.4000719761932527,-1.359469418115775,2,0,Dropout
2.139650160119606,-0.25897211907791473,0,0,Dropout
1.8508922207202019,-1.2347657740867095,0,0,Dropout
-0.28824616932311514,0.5950645568536489,1,1,Enrolled
2.899609580135752,-0.015737313536342105,0,2,Graduate
1.5904346874292963,0.027768624079389414,0,1,Enrolled
-0.2810489633060121,-1.0138301956598104,0,0,Dropout
-1.9790322848801436,1.3392990467120334,2,2,Graduate
1.4477944530723708,-2.845792951229798,0,2,Graduate
1.2943820566084654,0.4820481199146578,1,2,Graduate
-0.1080313377190468,-0.3447029511771463,2,0,Dropout
0.21436078579900025,0.8470857581600072,1,2,Graduate
2.2752226301478635,-1.3580517171706927,0,0,Dropout
-0.5962500664654108,2.7106534867718146,1,2,Graduate
0.9960562656583495,3.2457213738264117,1,2,Graduate
-1.8935166721487589,-0.4672676818798992,2,1,Enrolled
-1.662725060893762,0.26599390274179185,2,1,Enrolled
0.48596411016300284,2.6492334195269343,1,0,Dropout
-0.4460081070640872,0.004977117976288135,2,2,Graduate
0.4574881975263172,1.8862214758525686,1,1,Enrolled
-0.2726806462312997,-2.428064478910601,0,2,Graduate
-1.9230634530806252,0.13479186231020449,2,2,Graduate
-1.150241268468393,-1.7990005912976927,2,1,Enrolled
-0.8085566456674265,-2.0833469269566405,0,2,Graduate
1.3778170023699865,0.4214861160618706,1,2,Graduate
-1.154346408839328,1.0261059358012505,2,2,Graduate
-1.3647817253202723,0.8974689492261181,2,0,Dropout
0.4701566042925126,-1.2538253902716792,0,2,Graduate
1.5036047036024798,-1.1712878053629128,0,2,Graduate
-0.7516989368451662,0.8241416939973424,1,0,Dropout
-3.2016178980863064,0.4229667560790285,2,2,Graduate
-2.3570340719324943,0.9799134149924429,2,0,Dropout
-0.4043789441683928,0.29692768762536204,2,2,Graduate
1.6982348041772575,1.510774922545407,1,2,Graduate
2.356490281604092,-1.5506829502337047,0,0,Dropout
-1.977669276148913,-0.9094730154187751,2,0,Dropout
-2.5291894450822374,-1.4889434501107615,2,2,Graduate
-2.6397048191613615,0.44789424708835757,2,1,Enrolled
0.05412520458214323,-0.8087183695174645,0,1,Enrolled
-0.4860694230199567,-1.8058312463651556,0,1,Enrolled
-2.7701996795727064,0.3841876606381724,2,1,Enrolled
0.9366778893500782,1.434047733364782,1,1,Enrolled
0.5928448726898711,-2.520727452037987,0,1,Enrolled
2.4532040641184962,0.33034049703447727,0,2,Graduate
0.2282686795688029,1.2325882312933214,1,1,Enrolled
0.2918003696693725,-0.9727968200332181,0,0,Dropout
0.022127735254536,1.9988648577117663,1,1,Enrolled
1.284447079544919,-0.6470476718960471,0,2,Graduate
0.7889964844101658,3.271970053156866,1,1,Enrolled
-0.6974235474414497,1.9094350956159143,1,1,Enrolled
-3.059085355000898,0.8144115017142012,2,1,Enrolled
-0.04956120985098244,-2.9019924580145786,0,2,Graduate
-1.0886107805918885,-0.06702244760269643,2,1,Enrolled
-0.05612351583968949,2.7476719478142124,1,1,Enrolled
0.9702239633553426,3.2212961058810246,1,2,Graduate
1.1496614143306685,-0.21933272359963008,0,2,Graduate
-1.6157083341879854,0.387808524215379,2,1,Enrolled
0.22969290948979068,-2.9021325435911627,0,0,Dropout
3.058021573888555,-0.007886424207389778,0,0,Dropout
1.1048530163747183,-0.08385279156007724,0,0,Dropout
-0.042607914702609606,-2.439743530086839,0,1,Enrolled
-1.5303425395620665,-1.4061178834517505,2,0,Dropout
-1.2050971464005973,-0.6887992159918866,2,1,Enrolled
1.4507332014943704,0.044550579672562415,0,2,Graduate
0.9848431989603178,0.8400129536291874,1,1,Enrolled
-3.065959434233049,0.031176300154918856,2,1,Enrolled
2.0656544136540407,-0.8952545910127224,0,2,Graduate
-1.9897751645717165,-0.724548303949181,2,2,Graduate
-2.1631389307998603,-0.07192282088731564,2,1,Enrolled
-2.214466729119153,-0.6201725547161954,2,1,Enrolled
1.19211527203669,0.04605350586577026,0,0,Dropout
-0.479372475231636,0.35470901112479036,2,0,Dropout
-0.21915723640772872,0.019895893565519147,2,2,Graduate
1.6859157266132532,-0.8666073074157534,0,2,Graduate
2.4403676658436817,1.1366795935413831,1,2,Graduate
0.7285835884927292,1.094258183182361,1,2,Graduate
1.974556539937696,0.9701730248452152,1,1,Enrolled
-0.36990326547433944,-2.8780647945609137,0,0,Dropout
1.2107374627398395,2.1886581551486306,1,2,Graduate
-1.2131202347210643,-2.61836350314827,0,2,Graduate
-1.2595157114003408,0.6767295448598084,2,0,Dropout
-1.8230244792262593,-0.16395192558538732,2,2,Graduate
0.36400273940448025,2.4598276819710114,1,1,Enrolled
1.5972331496516716,-2.6708869361426695,0,0,Dropout
0.7639108720537381,-1.9742548809402498,0,1,Enrolled
-1.8507842409450195,2.071747804570492,2,0,Dropout
0.44066649183022966,3.134929227018402,1,2,Graduate
0.423909071287584,1.815707638596527,1,1,Enrolled
2.2509353809763195,-1.7444505978228977,0,1,Enrolled
-0.6369941531898707,1.7923991117009284,1,2,Graduate
0.2803801090144005,-0.4911196614907157,0,2,Graduate
0.11565867948858884,1.675384450234006,1,2,Graduate
1.1199035413631964,-2.647321424380038,0,0,Dropout
1.0012702416668369,1.8150286147528358,1,0,Dropout
0.9904513178889027,0.297651529904628,1,0,Dropout
2.356623826682447,1.1265133607433266,1,2,Graduate
0.06969347973522609,-0.6394242010884796,0,1,Enrolled
-3.252767179530625,0.1809548198246147,2,0,Dropout
-2.3757081291202065,-1.8704954882061966,2,0,Dropout
3.859850416540998,-0.3149513762720931,0,1,Enrolled
-1.3845193721758138,1.6046494835216687,2,1,Enrolled
1.423470032950198,-1.5410536682887719,0,0,Dropout
0.3033968280141237,-2.350112677028745,0,1,Enrolled
-2.5323056388948895,0.9784948946646066,2,1,Enrolled
-0.02410870942891275,-1.5147256433257443,0,1,Enrolled
0.79687585421405,2.63964361699393,1,2,Graduate
-0.8889629943108812,-1.4175815418032631,2,2,Graduate
1.0799946187517504,-1.8861442178785026,0,0,Dropout
3.409865886732516,0.11485539285394704,0,1,Enrolled
-1.1693865540329402,1.9818105955869774,1,0,Dropout
0.1850057957096974,-2.83340090927028,0,0,Dropout
0.302298466942213,2.939247090557012,1,2,Graduate
-0.39672804369925296,2.067350403410765,1,1,Enrolled
0.2450729788309742,-0.28443847302443676,0,0,Dropout
1.5570292342013992,-2.665315994519501,0,2,Graduate
0.9276962672891198,0.29978519992851604,1,0,Dropout
0.9703642361961754,2.229594831061122,1,2,Graduate
0.20605757863905919,-0.5367823740802153,0,2,Graduate
0.5098206924062421,-2.2312157661433822,0,1,Enrolled
0.5635512387323772,2.048088987799845,1,0,Dropout
3.1478081687176367,-0.4734687583386141,0,2,Graduate
0.1633512134710388,0.9448805652211937,1,1,Enrolled
0.2692592186655258,-1.582860269591908,0,2,Graduate
2.0762700948049404,1.1038024989628126,1,2,Graduate
0.059752002459056236,-2.31437999462605,0,2,Graduate
-1.0415844489683928,2.099482155772625,1,2,Graduate
-0.585839480595718,2.6385210589466905,1,1,Enrolled
1.1476120011174877,-0.5598710610366552,0,1,Enrolled
0.14364679149682633,-0.5866180537913612,0,0,Dropout
-2.2907019033081517,-0.9871763166798893,2,2,Graduate
0.5262545644253435,-0.37525125877659316,0,0,Dropout
-0.7481313567207927,2.554201210385878,1,0,Dropout
2.255575036532186,1.038510372123987,1,2,Graduate
-2.327225065554324,0.8655908729547803,2,0,Dropout
0.640480146681858,0.4685539519759576,1,1,Enrolled
-0.34189953949723884,3.2917014109659823,1,1,Enrolled
0.35133691985053617,1.1954442033628474,1,0,Dropout
1.2640887643116911,-2.1204789096809633,0,1,Enrolled
3.3167734728548974,0.13463355666270896,0,0,Dropout
-0.07915231019455468,2.8565979286322776,1,0,Dropout
0.5661578768010274,0.3690459860790287,1,0,Dropout
0.8043653370704794,-0.5689792509635146,0,2,Graduate
3.9167875040842093,-0.9352625351678335,0,0,Dropout
-3.5561845670167753,0.31313411650900574,2,1,Enrolled
-0.024117254423071628,-1.1916423101497886,0,1,Enrolled
2.659197443338234,-0.15167739716366802,0,2,Graduate
0.4198268737079232,2.59647393572786,1,2,Graduate
-1.0351871249107703,-0.9177010944530666,2,2,Graduate
0.8853206133977027,-0.9142896705451544,0,0,Dropout
1.8271809136448682,1.0859383910596783,1,1,Enrolled
0.5894360708938913,2.7597688722959948,1,1,Enrolled
2.1407930074770123,-1.3593186814218008,0,2,Graduate
0.1959056276105621,3.364864917791627,1,2,Graduate
0.25749625974513046,-2.333600172910519,0,0,Dropout
0.42892888953086405,3.0551763304742887,1,2,Graduate
-1.5946232048957274,0.3478718636611406,2,1,Enrolled
-0.22157216612030156,-0.9738272423556339,0,0,Dropout
-0.6576201015534826,-3.238044325085325,0,2,Graduate
0.6080395882814875,2.0704031759112618,1,1,Enrolled
0.6715711590996742,2.514977089717216,1,1,Enrolled
2.938271191201363,-1.125887796849352,0,2,Graduate
3.570310947151368,-0.12732035583095813,0,1,Enrolled
0.8618105909515571,2.2884852845280848,1,2,Graduate
-2.005318136107802,1.929715052303604,2,0,Dropout
-0.002292271193750421,1.8071878324376454,1,0,Dropout
-2.4308345767755424,0.9219846875125939,2,2,Graduate
-0.11773752630428813,1.597240818003265,1,0,Dropout
-0.28134419377588105,0.39827468334954835,2,2,Graduate
-2.297020399220554,-0.7622202778365251,2,2,Graduate
1.0463249842681164,1.4413743527612253,1,2,Graduate
-1.377681269441566,1.784902462602773,2,2,Graduate
-0.7712318319193142,-1.0061394116330258,2,1,Enrolled
0.1770427156598443,1.1492865377294035,1,2,Graduate
1.272458325235695,2.5709077507237015,1,0,Dropout
-0.7349007717575692,-1.7559158052617945,0,1,Enrolled
3.247550663011442,0.3198403624431225,0,0,Dropout
1.0766195253984696,-2.254368253676184,0,0,Dropout
-0.728938435813642,-0.4679237010767123,2,2,Graduate
0.9791362240881034,-2.0080323369724145,0,2,Graduate
-2.535929813268502,-1.081388921568967,2,2,Graduate
-2.8206904917900077,-0.5805246490646023,2,2,Graduate
0.4533619159486419,-0.5099097512698536,0,1,Enrolled
2.883860989221236,-1.3211770479248068,0,1,Enrolled
1.1868143374944369,1.3054707254636784,1,1,Enrolled
3.70818529866709,-0.030528395931067754,0,0,Dropout
-0.7312741368786403,-0.696030156095704,2,1,Enrolled
0.5184125971030393,-2.3726766514091717,0,0,Dropout
2.155265192895885,0.9102021948001705,1,2,Graduate
2.1912156381623618,0.3799766781773939,0,0,Dropout
1.379440695519359,1.1291617330797898,1,2,Graduate
-0.14554206593484414,1.5580781689666146,1,1,Enrolled
-2.7775503439882465,0.14351278254749314,2,2,Graduate
-1.1109686517287873,0.7238735526468717,2,0,Dropout
0.3888178982197502,-2.390914844159111,0,0,Dropout
-0.39742115880407264,0.8750179936703503,1,2,Graduate
1.5855929528105974,1.0486626749978654,1,0,Dropout
-0.47632895570877953,0.9978186956132734,1,2,Graduate
2.597736884491694,-0.38825455146806703,0,1,Enrolled
-0.5069124414327154,-1.6975980317144543,0,0,Dropout
-1.7703263093872752,-1.9937742296986545,2,2,Graduate
1.0842006030902716,-1.6377929815640095,0,1,Enrolled
1.4634723344914444,1.1604431408091715,1,1,Enrolled
-2.0213775724248,0.9284148282583913,2,2,Graduate
-3.4187971621324618,0.4754575196857721,2,0,Dropout
2.0125269927931093,-0.9802995974450972,0,0,Dropout
2.087768047212131,-0.20001309956394603,0,0,Dropout
-0.8865586326548273,-0.3753942571726433,2,0,Dropout
-0.9482533061071428,1.7164241946794614,1,0,Dropout
0.8783555243511466,-1.7735174184285234,0,1,Enrolled
0.3217054206285415,1.9006332487579896,1,0,Dropout
-1.7861118573717991,-0.3109916617306479,2,0,Dropout
0.444069952437955,-2.7164346085339943,0,1,Enrolled
0.1345139615177547,1.3694518419064816,1,1,Enrolled
-0.21029291775503084,-0.20872887854137573,0,1,Enrolled
1.0780554947765315,1.0948321124902343,1,0,Dropout
1.5600097827204369,0.5620823599643712,1,0,Dropout
1.2914099908726484,2.0665101566131088,1,0,Dropout
-2.091996238379661,1.7148033031936403,2,2,Graduate
0.837185715413441,0.618562108877375,1,1,Enrolled
0.9939348931543316,-1.0722888548255898,0,2,Graduate
-2.4279280953022107,-0.6942227301975419,2,0,Dropout
0.6970797357424561,-2.7741174169546308,0,2,Graduate
-0.41081362319302034,-2.2262824578106417,0,1,Enrolled
-2.3873422734107628,0.7436603341722295,2,1,Enrolled
-0.20219573553030318,-2.697865125819061,0,2,Graduate
-0.09023732519767513,1.0958043672036013,1,1,Enrolled
0.1087599034593448,-1.7777063623965794,0,2,Graduate
2.2054320727156704,0.01026129333688283,0,1,Enrolled
-2.8777425601364715,-1.1580163499546252,2,1,Enrolled
3.3553466285609597,-0.7973459027789327,0,1,Enrolled
-1.9051859630127064,1.2221633178107971,2,1,Enrolled
-0.5212028406617472,0.5553775775960906,2,0,Dropout
0.791122702692623,3.4845732915204746,1,0,Dropout
3.4634485377478135,-0.5485661603229759,0,0,Dropout
-1.7456171060539205,-1.8837922008414747,2,1,Enrolled
0.29638109932776274,2.4919673041814283,1,1,Enrolled
-0.43538027128321416,2.697506761120061,1,2,Graduate
1.8917297338519399,-0.8409916279538211,0,0,Dropout
-1.1415609491804604,-1.5277373245513555,2,2,Graduate
-1.7944582027416138,0.2140261973414181,2,0,Dropout
-0.28746933583114853,-0.7558869619921159,0,1,Enrolled
1.078259035143026,1.9828014226426969,1,1,Enrolled
2.2680920728831557,-0.570674559620943,0,1,Enrolled
-0.2685952514679416,-0.586107720162469,0,0,Dropout
0.6933088195444892,-1.402278398412437,0,2,Graduate
